,Solar Beam,Icicle Crash,Dark Pulse,,,
,Extrasensory,Ice Shard,Explosion,,,
,Hypnosis,Stealth Rock,Heat Wave,,,
Name,Twins Tori And Tia [Double],,,,,
Pokémon,,,,,,
,Scrafty,Bruxish,Gothitelle,Bisharp,,
Level,45 ,45 ,44 ,44 ,,
Held Item,Sitrus Berry,Lum Berry,Sitrus Berry,Lum Berry,,
Ability,Intimidate,Dazzling,Shadow Tag,Defiant,,
Nature,Jolly,Jolly,Timid,Jolly,,
Moves,Close Combat,Psychic Fangs,Psychic,Iron Head,,
,Knock Off,Liquidation,Signal Beam,Sucker Punch,,
,Foul Play,Crunch,Fake Out,Knock Off,,
,Fake Out,Bulk Up,Hypnosis,Low Kick,,
Name,Youngster Jaylen,,,,,
Pokémon,,,,,,
,Scyther,Talonflame,Tauros,,,
Level,45 ,45 ,45 ,,,
Held Item,Choice Band,Flying Gem,Lum Berry,,,
Ability,Technician,Flame Body,Sheer Force,,,
Nature,Jolly,Jolly,Jolly,,,
Moves,U-turn,Flare Blitz,Body Slam,,,
,Dual Wingbeat,Acrobatics,Close Combat,,,
,,Swords Dance,Zen Headbutt,,,
,,Will-O-Wisp,Throat Chop,,,
Name,Bird Keeper Coby,,,,,
Pokémon,,,,,,
,Golurk,Flapple,Vikavolt,,,
Level,45 ,45 ,46 ,,,
Held Item,Lum Berry,Starf Berry,Lum Berry,,,
Ability,Iron Fist,Gluttony,Levitate,,,
Nature,Jolly,Hasty,Timid,,,
Moves,Earthquake,Dragon Pulse,Bug Buzz,,,
,Shadow Punch,Grav Apple,Charge Beam,,,
,Hammer Arm,Acrobatics,Energy Ball,,,
,Stealth Rock,Dragon Dance,Agility,,,
Name,Parasol Lady Madeline,,,,,
Pokémon,,,,,,
,Raichu,Marowak-Alola,Rhyperior,,,
Level,45 ,44 ,44 ,,,
Held Item,Lum Berry,Thick Club,Leftovers,,,
Ability,Lightning Rod,Lightning Rod,Lightning Rod,,,
Nature,Hasty,Jolly,Careful,,,
Moves,Thunderbolt,Shadow Bone,Earthquake,,,
,Grass Knot,Fire Punch,Stone Edge,,,
,Extreme Speed,Bonemerang,High Horsepower,,,
,Fake Out,Low Kick,Helping Hand,,,
Name,Camper Lawrence,,,,,
Pokémon,,,,,,
,Staraptor,Lumineon,Gyarados,,,
Level,44 ,45 ,44 ,,,
Held Item,White Herb,Focus Sash,Leftovers,,,
Ability,Intimidate,Storm Drain,Intimidate,,,
Nature,Jolly,Hasty,Jolly,,,
Moves,Dual Wingbeat,Hydro Pump,Aqua Tail,,,
,Quick Attack,Ice Beam,Bounce,,,
,Close Combat,Air Slash,Dragon Dance,,,
,Roost,Flail,Substitute,,,
,Fallarbor,,,,,
Name,Winstrate Vito [Boss],,,,,
Pokémon,,,,,,
,Alakazam,Crobat,Breloom,Crawdaunt,Swellow,Aggron-Mega
Level,48 ,47 ,47 ,47 ,47 ,48 
Held Item,Focus Sash,Lum Berry,Fighting Gem,Water Gem,Life Orb,Aggronite
Ability,Inner Focus,Inner Focus,Technician,Adaptability,Scrappy,Filter
Nature,Timid,Timid,Jolly,Jolly,Hasty,Jolly
Moves,Psychic,Sludge Bomb,Sky Uppercut,Crabhammer,Boomburst,Iron Head
,Aura Sphere,Heat Wave,Mach Punch,Knock Off,Brave Bird,Earthquake
,Shadow Ball,Giga Drain,Bullet Seed,Aqua Jet,Heat Wave,Body Press
,Charge Beam,Nasty Plot,Spore,Close Combat,Quick Attack,Autotomize
,Route 114,,,,,
Name,Picnicker Charlotte,,,,,
Pokémon,,,,,,
,Dodrio,Ditto,Leafeon,,,
Level,48 ,54 ,48 ,,,
Held Item,Choice Band,Focus Sash,Leftovers,,,
Ability,Tangled Feet,Imposter,Leaf Guard,,,
Nature,Jolly,Bashful,Jolly,,,
Moves,Brave Bird,Transform,Leaf Blade,,,
,Double-Edge,,Knock Off,,,
,,,Grass Whistle,,,
,,,Swords Dance,,,
Name,Rich Boy Braw,,,,,
Pokémon,,,,,,
,Nidoking,Honchkrow,Mimikyu,Snorlax,,
Level,48 ,48 ,48 ,44 ,,
Held Item,Wide Lens,Lum Berry,Life Orb,Leftovers,,
Ability,Sheer Force,Super Luck,Disguise,Immunity,,
Nature,Timid,Hasty,Jolly,Impish,,
Moves,Earth Power,Brave Bird,Play Rough,Body Slam,,
,Blizzard,Pursuit,Shadow Claw,Earthquake,,
,Thunder,Superpower,Shadow Sneak,Heat Crash,,
,Lovely Kiss,Heat Wave,Will-O-Wisp,Curse,,
Name,Fisherman Nolan,,,,,
Pokémon,,,,,,
,Milotic,Starmie,,,,
Level,49 ,49 ,,,,
Held Item,Lum Berry,Wise Glasses,,,,
Ability,Marvel Scale,Analytic,,,,
Nature,Bold,Timid,,,,
Moves,Scald,Hydro Pump,,,,
,Ice Beam,Psychic,,,,
,Mirror Coat,Thunderbolt,,,,
,Recover,Grass Knot,,,,
Name,Fisherman Kai,,,,,
Pokémon,,,,,,
,Politoed,Barraskewda,Armaldo,Golisopod,,
Level,47 ,47 ,47 ,48 ,,
Held Item,Leftovers,Mystic Water,Lum Berry,Bug Gem,,
Ability,Drizzle,Swift Swim,Swift Swim,Emergency Exit,,
Nature,Bold,Adamant,Jolly,Adamant,,
Moves,Scald,Liquidation,Stone Edge,First Impression,,
,Psychic,Flip Turn,X-Scissor,Liquidation,,
,Protect,Aqua Jet,Liquidation,Leech Life,,
,Toxic,Close Combat,Swords Dance,Aqua Jet,,
Name,Fisherman Claude,,,,,
Pokémon,,,,,,
,Qwilfish,Vaporeon,Clawitzer,Empoleon,,
Level,48 ,49 ,48 ,48 ,,
Held Item,Focus Sash,Leftovers,Iapapa Berry,Leftovers,,
Ability,Intimidate,Water Absorb,Mega Launcher,Defiant,,
Nature,Jolly,Timid,Timid,Brave,,
Moves,Poison Jab,Scald,Water Pulse,Waterfall,,
,Waterfall,Ice Beam,Aura Sphere,Flash Cannon,,
,Explosion,Baton Pass,Dark Pulse,Earthquake,,
,Toxic Spikes,Substitute,Sleep Talk,Protect,,
Name,Kindler Bernie,,,,,
Pokémon,,,,,,
,Rotom-Heat,Simisear,Skuntank,Druddigon,,
Level,49 ,49 ,48 ,48 ,,
Held Item,White Herb,Starf Berry,Fire Gem,Rocky Helmet,,
Ability,Levitate,Gluttony,Aftermath,Rough Skin,,
Nature,Timid,Hasty,Hasty,Sassy,,
Moves,Overheat,Fire Blast,Sludge Bomb,Dragon Rush,,
,Thunderbolt,Focus Blast,Knock Off,Flamethrower,,
,Hidden Power Ice,Acrobatics,Explosion,Iron Head,,
,Nasty Plot,Substitute,Fire Blast,Glare,,
Name,Picnicker Angelina,,,,,
Pokémon,,,,,,
,Donphan,Gallade,Purugly,,,
Level,48 ,49 ,49 ,,,
Held Item,Custap Berry,Leftovers,Silk Scarf,,,
Ability,Sturdy,Inner Focus,Defiant,,,
Nature,Adamant,Jolly,Jolly,,,
Moves,Earthquake,Zen Headbutt,Double-Edge,,,
,Stone Edge,Drain Punch,Stomping Tantrum,,,
,Knock Off,Hypnosis,Super Fang,,,
,Endeavor,Will-O-Wisp,Hypnosis,,,
Name,Expert Nancy,,,,,
Pokémon,,,,,,
,Bronzong,Eldegoss,Sirfetch’d,Drampa,Dugtrio,
Level,50 ,49 ,49 ,49 ,49 ,
Held Item,Iron Ball,Eject Button,Leek,Lum Berry,Soft Sand,
Ability,Levitate,Cotton Down,Scrappy,Berserk,Arena Trap,
Nature,Brave,Bold,Jolly,Modest,Jolly,
Moves,Gyro Ball,Leaf Storm,Meteor Assault,Hyper Voice,Earthquake,
,Explosion,Pollen Puff,Brick Break,Dragon Pulse,Stone Edge,
,Earthquake,Leech Seed,Leaf Blade,Glare,Night Slash,
,Trick,Sleep Powder,Night Slash,Roost,Final Gambit,
Name,Sr. And Jr. Tyra And Ivy [Double],,,,,
Pokémon,,,,,,
,Klefki,Houndoom,Grimmsnarl,Pyroar,,
Level,50 ,50 ,49 ,50 ,,
Held Item,Occa Berry,Life Orb,Sitrus Berry,Normal Gem,,
Ability,Prankster,Unnerve,Prankster,Unnerve,,
Nature,Timid,Timid,Jolly,Hasty,,
Moves,Foul Play,Foul Play,Foul Play,Retaliate,,
,Swagger,Burning Jealousy,Spirit Break,Hyper Voice,,
,,Sludge Bomb,Fake Out,Burning Jealousy,,
,,Protect,Swagger,Protect,,
Name,Pokémaniac Steve,,,,,
Pokémon,,,,,,
,Muk,Polteageist,,,,
Level,50 ,50 ,,,,
Held Item,Shuca Berry,White Herb,,,,
Ability,Poison Touch,Cursed Body,,,,
Nature,Adamant,Timid,,,,
Moves,Gunk Shot,Shadow Ball,,,,
,Explosion,Giga Drain,,,,
,Fire Punch,Stored Power,,,,
,Ice Punch,Shell Smash,,,,
Name,Hiker Lucas,,,,,
Pokémon,,,,,,
,Steelix,Relicanth,Gliscor,,,
Level,49 ,50 ,50 ,,,
Held Item,Iapapa Berry,Lum Berry,Toxic Orb,,,
Ability,Sturdy,Sturdy,Poison Heal,,,
Nature,Brave,Jolly,Careful,,,
Moves,Earthquake,Stone Edge,Earthquake,,,
,Gyro Ball,Liquidation,Facade,,,
,Body Press,Flail,Protect,,,
,Stealth Rock,Rock Polish,Roost,,,
Name,Hiker Lenny,,,,,
Pokémon,,,,,,
,Ferrothorn,Cradily,Whiscash,,,
Level,50 ,50 ,51 ,,,
Held Item,Occa Berry,Leftovers,Power Herb,,,
Ability,Iron Barbs,Suction Cups,Oblivious,,,
Nature,Brave,Bold,Jolly,,,
Moves,Power Whip,Ancient Power,Earthquake,,,
,Gyro Ball,Earth Power,Aqua Tail,,,
,Knock Off,Cosmic Power,Bounce,,,
,Thunder Wave,Rest,Dragon Dance,,,
,Route 115,,,,,
Name,Black Belt Nob,,,,,
Pokémon,,,,,,
,Mienshao,Bewear,,,,
Level,51 ,52 ,,,,
Held Item,Life Orb,Sitrus Berry,,,,
Ability,Inner Focus,Fluffy,,,,
Nature,Hasty,Adamant,,,,
Moves,High Jump Kick,Hammer Arm,,,,
,Stone Edge,Body Slam,,,,
,Poison Jab,Retaliate,,,,
,Grass Knot,Counter,,,,
Name,Battle Girl Cyndy,,,,,
Pokémon,,,,,,
,Grapploct,Breloom,Hitmontop,,,
Level,51 ,52 ,51 ,,,
Held Item,Leftovers,Toxic Orb,Life Orb,,,
Ability,Limber,Poison Heal,Technician,,,
Nature,Impish,Jolly,Adamant,,,
Moves,Drain Punch,Drain Punch,Mach Punch,,,
,Skitter Smack,Facade,Bullet Punch,,,
,Octolock,Bulk Up,Fake Out,,,
,Protect,Protect,Triple Axel,,,
Name,Psychic Marlene,,,,,
Pokémon,,,,,,
,Mr. Rime,Cofagrigus,,,,
Level,52 ,52 ,,,,
Held Item,Lum Berry,Leftovers,,,,
Ability,Screen Cleaner,Mummy,,,,
Nature,Timid,Bold,,,,
Moves,Ice Beam,Hex,,,,
,Psyshock,Body Press,,,,
,Teeter Dance,Will-O-Wisp,,,,
,Thunder Wave,Rest,,,,
Name,Collector Hector,,,,,
Pokémon,,,,,,
,Heatmor,Durant,Slowking,Zangoose,,
Level,52 ,51 ,51 ,51 ,,
Held Item,Expert Belt,Lum Berry,Leftovers,Toxic Orb,,
Ability,White Smoke,Hustle,Regenerator,Toxic Boost,,
Nature,Hasty,Jolly,Modest,Jolly,,
Moves,Flare Blitz,Iron Head,Psychic,Facade,,
,Focus Blast,X-Scissor,Surf,Close Combat,,
,Thunder Punch,Rock Slide,Slack Off,Night Slash,,
,Grass Knot,Hone Claws,Toxic,Detect,,
,Route 112,,,,,
Name,Kindler Bryant & Aroma Lady Shayla [Double],,,,,
Pokémon,,,,,,
,Torkoal,Charizard,,Leafeon,Venusaur,
Level,50 ,50 ,,51 ,51 ,
Held Item,Lum Berry,Iapapa Berry,,Grass Gem,Life Orb,
Ability,Drought,Solar Power,,Chlorophyll,Chlorophyll,
Nature,Modest,Timid,,Adamant,Naughty,
Moves,Heat Wave,Heat Wave,,Solar Blade,Petal Blizzard,
,Body Press,Flamethrower,,Knock Off,Sludge Bomb,
,Scorching Sands,Air Slash,,Fake Tears,Earthquake,
,Stealth Rock,Solar Beam,,Grass Whistle,Weather Ball,
Name,Camper Merc,,,,,
Pokémon,,,,,,
,Primeape,Drapion,Trevenant,Scyther,,
Level,51 ,52 ,52 ,52 ,,
Held Item,Expert Belt,Dark Gem,Sitrus Berry,Eviolite,,
Ability,Defiant,Sniper,Harvest,Technician,,
Nature,Jolly,Jolly,Adamant,Jolly,,
Moves,Close Combat,Cross Poison,Horn Leech,Dual Wingbeat,,
,Stone Edge,Pursuit,Shadow Claw,Bug Bite,,
,Earthquake,Earthquake,Substitute,Brick Break,,
,Poison Jab,Rock Slide,Will-O-Wisp,Swords Dance,,
Name,Hiker Trent,,,,,
Pokémon,,,,,,
,Bastiodon,Diggersby,Magcargo,,,
Level,54 ,52 ,52 ,,,
Held Item,Red Card,Chople Berry,Red Card,,,
Ability,Sturdy,Huge Power,Weak Armor,,,
Nature,Brave,Jolly,Timid,,,
Moves,Heavy Slam,High Horsepower,Flamethrower,,,
,Metal Burst,Body Slam,Power Gem,,,
,Stealth Rock,Quick Attack,Earth Power,,,
,Roar,Swords Dance,Shell Smash,,,
Name,Hiker Brice,,,,,
Pokémon,,,,,,
,Bronzong,Solrock,Lunatone,Camerupt,,
Level,53 ,52 ,52 ,52 ,,
Held Item,Colbur Berry,Room Service,Room Service,Fire Gem,,
Ability,Levitate,Levitate,Levitate,Solid Rock,,
Nature,Brave,Brave,Quiet,Quiet,,
Moves,Future Sight,Stone Edge,Psychic,Eruption,,
,Gyro Ball,Earthquake,Power Gem,Earth Power,,
,Explosion,Acrobatics,Explosion,Flamethrower,,
,Trick Room,Trick Room,Trick Room,Rock Slide,,
Name,Picnicker Carol,,,,,
Pokémon,,,,,,
,Dubwool,Ampharos,Spinda,,,
Level,53 ,52 ,53 ,,,
Held Item,Assault Vest,Shuca Berry,Chople Berry,,,
Ability,Fluffy,Static,Contrary,,,
Nature,Impish,Timid,Impish,,,
Moves,Mega Kick,Thunderbolt,Dizzy Punch,,,
,Zen Headbutt,Focus Blast,Superpower,,,
,Payback,Hidden Power Ice,Psycho Cut,,,
,Counter,Agility,Hypnosis,,,
,Mt. Chimney,,,,,
Name,Team Magma Grunt Mt Chimney #1 & Team Magma Grunt Mt Chimney #2 [Double],,,,,
Pokémon,,,,,,
,Accelgor,Sawk,,Indeedee-F,Meowstic-F,
Level,53 ,52 ,,52 ,53 ,
Held Item,Focus Sash,Weakness Policy,,Wise Glasses,Fairy Gem,
Ability,Unburden,Sturdy,,Psychic Surge,Competitive,
Nature,Timid,Jolly,,Timid,Timid,
Moves,Bug Buzz,Close Combat,,Hyper Voice,Expanding Force,
,Struggle Bug,Reversal,,Expanding Force,Thunderbolt,
,Acid Spray,Zen Headbutt,,,Dazzling Gleam,
,Encore,Throat Chop,,,Shadow Ball,
Name,Magma Admin Tabitha,,,,,
Pokémon,,,,,,
,Torkoal,Armaldo,Espeon,Victreebel,Absol-Mega,
Level,54 ,53 ,53 ,53 ,54 ,
Held Item,Quick Claw,Leftovers,Life Orb,Lum Berry,Absolite,
Ability,Drought,Battle Armor,Synchronize,Chlorophyll,Magic Bounce,
Nature,Quiet,Careful,Timid,Lonely,Naive,
Moves,Flamethrower,Stone Edge,Psychic,Solar Blade,Knock Off,
,Explosion,Leech Life,Dazzling Gleam,Gunk Shot,Psycho Cut,
,Solar Beam,Earthquake,Weather Ball,Weather Ball,Fire Blast,
,Earth Power,Stealth Rock,Morning Sun,Sleep Powder,Ice Beam,
Name,Magma Leader Maxie [Boss],,,,,
Pokémon,,,,,,
,Crustle,Wobbuffet,Aerodactyl,Kommo-o,Zarude,Camerupt-Mega
Level,53 ,53 ,53 ,54 ,54 ,54 
Held Item,Red Card,Iapapa Berry,Dark Gem,Leftovers,Assault Vest,Cameruptite
Ability,Sturdy,Shadow Tag,Unnerve,Overcoat,Leaf Guard,Sheer Force
Nature,Jolly,Timid,Jolly,Jolly,Jolly,Quiet
Moves,Stone Edge,Counter,Stone Edge,Body Press,Power Whip,Earth Power
,Earthquake,Mirror Coat,Dual Wingbeat,Dragon Tail,Darkest Lariat,Flamethrower
,Spikes,Destiny Bond,Aqua Tail,Poison Jab,U-turn,Rock Slide
,Stealth Rock,Encore,Pursuit,Iron Defense,Low Kick,Substitute
,Jagged Pass,,,,,
Name,Hiker Eric & Picnicker Autumn [Double],,,,,
Pokémon,,,,,,
,Gliscor,Stonjourner,,Ferrothorn,Serperior,Boltund
Level,52 ,53 ,,53 ,52 ,53 
Held Item,Flying Gem,Focus Sash,,Rocky Helmet,Choice Scarf,Life Orb
Ability,Hyper Cutter,Power Spot,,Iron Barbs,Contrary,Strong Jaw
Nature,Jolly,Jolly,,Brave,Modest,Jolly
Moves,High Horsepower,Stone Edge,,Power Whip,Leaf Storm,Thunder Fang
,Acrobatics,Rock Slide,,Gyro Ball,,Psychic Fangs
,Knock Off,Stomping Tantrum,,Thunder Wave,,Crunch
,Roost,Protect,,Stealth Rock,,Snarl
Name,Triathlete Julio,,,,,
Pokémon,,,,,,
,Zebstrika,Bibarel,Klinklang,,,
Level,53 ,50 ,51 ,,,
Held Item,Shuca Berry,Quick Claw,Lum Berry,,,
Ability,Sap Sipper,Simple,Clear Body,,,
Nature,Hasty,Careful,Adamant,,,
Moves,Zing Zap,Body Slam,Gear Grind,,,
,Overheat,Waterfall,Return,,,
,Low Kick,Stomping Tantrum,Wild Charge,,,
,Light Screen,Curse,Shift Gear,,,
Name,Camper Ethan,,,,,
Pokémon,,,,,,
,Bouffalant,Togekiss,,,,
Level,52 ,51 ,,,,
Held Item,Chople Berry,Scope Lens,,,,
Ability,Reckless,Super Luck,,,,
Nature,Adamant,Timid,,,,
Moves,Head Charge,Air Cutter,,,,
,Megahorn,Dazzling Gleam,,,,
,Zen Headbutt,Aura Sphere,,,,
,Revenge,Substitute,,,,
Name,Picnicker Diana,,,,,
Pokémon,,,,,,
,Rillaboom,Wigglytuff,Arcanine,Thievul,,
Level,53 ,52 ,53 ,53 ,,
Held Item,Assault Vest,Life Orb,Leftovers,Grassy Seed,,
Ability,Grassy Surge,Competitive,Intimidate,Unburden,,
Nature,Jolly,Rash,Jolly,Modest,,
Moves,Wood Hammer,Self-Destruct,Flare Blitz,Dark Pulse,,
,Grassy Glide,Moonblast,Wild Charge,Burning Jealousy,,
,High Horsepower,Grass Knot,Close Combat,Grass Knot,,
,Knock Off,Sing,Howl,Nasty Plot,,
Name,Team Magma Grunt Jagged Pass [Optional],,,,,
Pokémon,,,,,,
,Mightyena,Crobat,Camerupt,Claydol,Shiftry,
Level,50 ,50 ,50 ,50 ,50 ,
Held Item,,,,,,
Ability,Intimidate,Inner Focus,Magma Armor,Levitate,Chlorophyll,
Nature,Bashful,Bashful,Bashful,Bashful,Bashful,
Moves,,,,,,
,,,,,,
,,,,,,
,,,,,,
,Lavaridge Gym,,,,,
Name,Kindler Jace,,,,,
Pokémon,,,,,,
,Cinderace,Talonflame,Rotom-Heat,Chandelure,,
Level,54 ,54 ,54 ,53 ,,
Held Item,Wide Lens,Flying Gem,Leftovers,Choice Scarf,,
Ability,Libero,Flame Body,Levitate,Shadow Tag,,
Nature,Jolly,Jolly,Bold,Timid,,
Moves,Pyro Ball,Flare Blitz,Overheat,Fire Blast,,
,High Jump Kick,Acrobatics,Thunderbolt,Shadow Ball,,
,Gunk Shot,Will-O-Wisp,Will-O-Wisp,Hex,,
,Zen Headbutt,Roost,Nasty Plot,Psychic,,
Name,Kindler Cole,,,,,
Pokémon,,,,,,
,Torkoal,Octillery,Weezing-Galar,Magmortar,Turtonator,
Level,53 ,53 ,54 ,54 ,53 ,
Held Item,Iapapa Berry,Scope Lens,Lum Berry,Sitrus Berry,Lum Berry,
Ability,Drought,Sniper,Levitate,Vital Spirit,Shell Armor,
Nature,Quiet,Quiet,Brave,Hasty,Hasty,
Moves,Flamethrower,Fire Blast,Play Rough,Flamethrower,Overheat,
,Solar Beam,Gunk Shot,Explosion,Solar Beam,Dragon Claw,
,Scorching Sands,Psychic,Payback,Belch,Heat Crash,
,Stealth Rock,Thunder Wave,Overheat,Earthquake,Shell Smash,
Name,Cool Trainer Gerald,,,,,
Pokémon,,,,,,
,Ninetales,Solrock,Toucannon,,,
Level,54 ,54 ,53 ,,,
Held Item,Focus Sash,Fire Gem,Fire Gem,,,
Ability,Drought,Levitate,Skill Link,,,
Nature,Timid,Lonely,Naive,,,
Moves,Flamethrower,Zen Headbutt,Brave Bird,,,
,Psychic,Rock Slide,Overheat,,,
,Hypnosis,Overheat,Bullet Seed,,,
,Nasty Plot,Rock Polish,Rock Blast,,,
Name,Kindler Keegan,,,,,
Pokémon,,,,,,
,Rapidash-Galar,Blissey,Darmanitan,,,
Level,54 ,55 ,52 ,,,
Held Item,Life Orb,Chople Berry,Life Orb,,,
Ability,Pastel Veil,Serene Grace,Sheer Force,,,
Nature,Hasty,Modest,Jolly,,,
Moves,Play Rough,Hyper Voice,Flare Blitz,,,
,Zen Headbutt,Fire Blast,Zen Headbutt,,,
,Mystical Fire,Psychic,Rock Slide,,,
,Will-O-Wisp,Counter,Earthquake,,,
Name,Kindler Axle,,,,,
Pokémon,,,,,,
,Infernape,Houndoom,Centiskorch,,,
Level,54 ,55 ,55 ,,,
Held Item,Focus Sash,Lum Berry,Charti Berry,,,
Ability,Blaze,Unnerve,White Smoke,,,
Nature,Timid,Hasty,Jolly,,,
Moves,Fire Blast,Fire Blast,Fire Lash,,,
,Focus Blast,Dark Pulse,Leech Life,,,
,Grass Knot,Pursuit,Thunder Fang,,,
,Fake Out,Destiny Bond,Coil,,,
Name,Kindler Jeff,,,,,
Pokémon,,,,,,
,Torkoal,Lickilicky,Skuntank,Flareon,,
Level,56 ,53 ,54 ,56 ,,
Held Item,Custap Berry,Assault Vest,Lum Berry,Toxic Orb,,
Ability,Drought,Oblivious,Aftermath,Guts,,
Nature,Relaxed,Brave,Hasty,Hasty,,
Moves,Fire Blast,Explosion,Poison Jab,Flare Blitz,,
,Explosion,Body Slam,Knock Off,Solar Beam,,
,Earth Power,Fire Blast,Explosion,Facade,,
,Body Press,Power Whip,Fire Blast,Stomping Tantrum,,
Name,Battle Girl Danielle,,,,,
Pokémon,,,,,,
,Slowking-Galar,Golurk,Emboar,Blaziken,Flygon,
Level,55 ,56 ,55 ,55 ,56 ,
Held Item,Assault Vest,Leftovers,Choice Scarf,White Herb,Life Orb,
Ability,Regenerator,Iron Fist,Reckless,Speed Boost,Levitate,
Nature,Bold,Adamant,Jolly,Lonely,Lonely,
Moves,Future Sight,Earthquake,Flare Blitz,Overheat,Earthquake,
,Psychic,Shadow Punch,Superpower,Close Combat,Scale Shot,
,Fire Blast,Heat Crash,Head Smash,Brave Bird,Fire Blast,
,Scald,Block,Wild Charge,Knock Off,Giga Drain,
Name,Hiker Eli,,,,,
Pokémon,,,,,,
,Drampa,Nidoking,Rhyperior,Arcanine,Delphox,
Level,55 ,54 ,55 ,56 ,55 ,
Held Item,Iapapa Berry,Black Sludge,Passho Berry,Fire Gem,Life Orb,
Ability,Berserk,Sheer Force,Solid Rock,Intimidate,Magic Guard,
Nature,Modest,Timid,Careful,Naive,Timid,
Moves,Hyper Voice,Sludge Bomb,Earthquake,Burn Up,Flamethrower,
,Dragon Pulse,Earth Power,Stone Edge,Close Combat,Psychic,
,Fire Blast,Fire Blast,Heat Crash,Psychic Fangs,Grass Knot,
,Roost,Substitute,Stealth Rock,Will-O-Wisp,Hypnosis,
Name,Leader Flannery [Double] [Boss],,,,,
Pokémon,,,,,,
,Charizard-Mega-Y,Salazzle,Entei,Incineroar,Talonflame,Marowak-Alola
Level,58 ,57 ,58 ,57 ,57 ,58 
Held Item,Charizardite Y,Focus Sash,Lum Berry,Assault Vest,Life Orb,Thick Club
Ability,Drought,Corrosion,Inner Focus,Intimidate,Gale Wings,Rock Head
Nature,Timid,Timid,Naive,Sassy,Naive,Jolly
Moves,Fire Blast,Heat Wave,Sacred Fire,Overheat,Brave Bird,Flare Blitz
,Heat Wave,Sludge Bomb,Solar Beam,Blaze Kick,Flare Blitz,Poltergeist
,Air Slash,Fake Out,Stone Edge,Darkest Lariat,Solar Beam,Bonemerang
,Solar Beam,Endeavor,Extreme Speed,Fake Out,Tailwind,Detect
,Seashore House,,,,,
Name,Tuber Simon,,,,,
Pokémon,,,,,,
,Floatzel,Azumarill,Dedenne,Zangoose,Persian,Ludicolo
Level,58 ,57 ,58 ,57 ,58 ,58 
Held Item,Flame Orb,Assault Vest,Petaya Berry,Toxic Orb,Leftovers,Lum Berry
Ability,Water Veil,Huge Power,Cheek Pouch,Toxic Boost,Unnerve,Own Tempo
Nature,Hasty,Jolly,Timid,Jolly,Timid,Jolly
Moves,Aqua Tail,Play Rough,Thunderbolt,Last Resort,Hyper Voice,Waterfall
,Ice Beam,Aqua Tail,Dazzling Gleam,Retaliate,Hypnosis,Seed Bomb
,Knock Off,Aqua Jet,Grass Knot,,Nasty Plot,Earthquake
,Switcheroo,Ice Punch,Endure,,Substitute,Swords Dance
Name,Beauty Johanna,,,,,
Pokémon,,,,,,
,Nidoqueen,Lapras,Milotic,Primarina,Bruxish,Tsareena
Level,58 ,58 ,58 ,58 ,58 ,58 
Held Item,Black Sludge,Leftovers,Leftovers,Leftovers,Water Gem,Wide Lens
Ability,Sheer Force,Shell Armor,Marvel Scale,Torrent,Strong Jaw,Queenly Majesty
Nature,Bold,Bold,Sassy,Bold,Jolly,Jolly
Moves,Sludge Wave,Freeze-Dry,Aqua Tail,Scald,Aqua Tail,Power Whip
,Earth Power,Thunderbolt,Dragon Tail,Draining Kiss,Psychic Fangs,High Jump Kick
,Lovely Kiss,Protect,Coil,Calm Mind,Crunch,Knock Off
,Toxic Spikes,Roar,Rest,Protect,Screech,Triple Axel
Name,Sailor Dwayne,,,,,
Pokémon,,,,,,
,Clawitzer,Gyarados,Barbaracle,Sharpedo,Swalot,Machamp
Level,58 ,58 ,58 ,58 ,59 ,59 
Held Item,Lum Berry,Wacan Berry,White Herb,Dark Gem,Custap Berry,Adrenaline Orb
Ability,Mega Launcher,Intimidate,Sniper,Speed Boost,Gluttony,No Guard
Nature,Quiet,Adamant,Jolly,Mild,Careful,Jolly
Moves,Water Pulse,Waterfall,Stone Edge,Hydro Pump,Gunk Shot,Dynamic Punch
,Dragon Pulse,Earthquake,Razor Shell,Dark Pulse,Explosion,Stone Edge
,Aura Sphere,Lash Out,Cross Chop,Close Combat,Earthquake,Poison Jab
,Aqua Jet,Thunder Wave,Shell Smash,Destiny Bond,Curse,Knock Off
,Route 105,,,,,
Name,Swimmer♀ Imani [Optional],,,,,
Pokémon,,,,,,
,Lumineon,Bruxish,,,,
Level,50 ,50 ,,,,
Held Item,,,,,,
Ability,Swift Swim,Dazzling,,,,
Nature,Bashful,Bashful,,,,
Moves,,,,,,
,,,,,,
,,,,,,
,,,,,,
Name,Swimmer♂ Dominik [Optional],,,,,
Pokémon,,,,,,
,Barraskewda,Wailord,,,,
Level,50 ,50 ,,,,
Held Item,,,,,,
Ability,Swift Swim,Water Veil,,,,
Nature,Bashful,Bashful,,,,
Moves,,,,,,
,,,,,,
,,,,,,
,,,,,,
Name,Ruin Maniac Foster [Optional],,,,,
Pokémon,,,,,,
,Corviknight,Ambipom,Exeggutor-Alola,,,
Level,50 ,50 ,50 ,,,
Held Item,,,,,,
Ability,Pressure,Technician,Harvest,,,
Nature,Bashful,Bashful,Bashful,,,
Moves,,,,,,
,,,,,,
,,,,,,
,,,,,,
Name,Swimmer♀ Beverly [Optional],,,,,
Pokémon,,,,,,
,Dratini,Dratini,,,,
Level,70 ,70 ,,,,
Held Item,,,,,,
Ability,Shed Skin,Shed Skin,,,,
